,Churn,Sexo_Biologico,Tiene_Tercera_Edad,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Tiene_Telefonia,Tiene_Multiples_Lineas,Servicio_Internet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Tipo_Contrato,PaperlessBilling,Metodo_Pago,Cuentas_Mensual,Cuentas_Total,Cuentas_Diarias,Tiene_Internet,Nro_Servicios
3490,0,1,0,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),103.75,7346.2,3.46,1,7
3491,1,0,0,0,0,13,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.45,1058.6,2.82,1,5
3492,1,1,1,0,0,8,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.6,819.4,3.35,1,6
3493,1,1,0,0,0,25,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.8,2043.45,2.83,1,4
3494,0,0,1,0,0,22,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.7,1820.9,2.72,1,4
3495,0,1,0,1,0,42,1,0,No,0,0,0,0,0,0,Two year,0,Electronic check,20.25,835.5,0.68,0,1
3496,0,0,0,0,0,61,0,0,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),43.7,2696.55,1.46,1,5
3497,0,1,0,0,1,35,1,0,DSL,0,0,0,1,1,1,One year,1,Mailed check,72.1,2495.15,2.4,1,5
3498,0,0,0,0,0,40,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),74.8,2971.7,2.49,1,3
3499,1,1,1,1,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.05,86.05,2.87,1,4
3500,0,0,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),83.3,6042.7,2.78,1,8
3501,0,0,1,1,1,66,1,1,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),110.6,7210.85,3.69,1,8
3502,0,1,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.8,1023.85,1.73,1,3
3503,0,0,0,1,1,16,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),79.95,1267.95,2.66,1,4
3504,1,0,0,0,0,46,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),96.05,4399.5,3.2,1,5
3505,0,0,1,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,112.4,8046.85,3.75,1,8
3506,0,1,0,0,1,19,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),24.1,439.2,0.8,0,2
3507,1,1,0,1,1,29,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),94.65,2649.15,3.16,1,5
3508,0,1,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.15,6792.45,3.44,1,7
3509,0,1,1,1,0,67,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),83.85,5588.8,2.8,1,5
3510,0,1,0,0,0,39,1,0,DSL,0,0,0,1,0,0,Two year,1,Bank transfer (automatic),49.8,1971.15,1.66,1,3
3511,0,0,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.0,1849.2,0.83,0,2
3512,0,0,0,0,0,47,0,0,DSL,1,0,1,1,0,0,Two year,0,Mailed check,41.9,1875.25,1.4,1,4
3513,0,0,0,1,0,65,1,1,Fiber optic,1,1,0,1,1,0,One year,1,Bank transfer (automatic),100.15,6643.5,3.34,1,7
3514,0,0,1,0,0,56,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,104.75,5841.35,3.49,1,7
3515,1,0,1,0,0,1,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,86.0,86.0,2.87,1,4
3516,1,0,1,1,0,37,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,2868.15,2.55,1,3
3517,1,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.9,44.9,1.5,1,2
3518,0,0,1,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,567.8,2.98,1,4
3519,0,0,1,0,0,56,1,1,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),73.25,4054.2,2.44,1,7
3520,0,1,0,1,1,40,1,0,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,85.05,3355.65,2.84,1,4
3521,0,1,0,1,0,5,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,89.15,413.25,2.97,1,5
3522,1,1,0,0,0,70,1,1,Fiber optic,1,0,0,1,1,1,Two year,1,Credit card (automatic),104.0,7250.15,3.47,1,7
3523,0,0,1,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,73.85,196.4,2.46,1,3
3524,0,1,0,1,1,2,1,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,59.5,130.5,1.98,1,5
3525,1,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.1,44.1,1.47,1,2
3526,0,0,0,1,1,58,0,0,DSL,0,0,1,1,1,1,Two year,1,Credit card (automatic),55.5,3166.9,1.85,1,5
3527,0,1,0,0,0,13,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.75,956.65,2.46,1,3
3528,0,1,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.0,185.4,0.67,0,1
3529,0,1,1,1,1,66,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,116.25,7862.25,3.88,1,9
3530,0,1,0,1,0,56,1,0,Fiber optic,0,0,0,0,0,1,One year,1,Electronic check,80.9,4557.5,2.7,1,3
3531,1,0,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,69.65,2.32,1,2
3532,0,0,0,1,0,71,0,0,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),47.6,3377.8,1.59,1,5
3533,0,1,0,0,0,56,1,1,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),64.65,3665.55,2.16,1,6
3534,1,1,0,0,0,24,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.35,2238.5,3.01,1,4
3535,1,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,20.0,0.67,0,1
3536,0,0,0,1,1,55,1,1,DSL,1,1,0,1,0,1,One year,1,Bank transfer (automatic),75.75,4264.25,2.52,1,7
3537,0,1,0,1,1,42,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.7,828.85,0.69,0,1
3539,0,0,0,1,1,42,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.15,3875.4,3.07,1,5
3540,0,1,0,0,0,14,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.6,300.4,0.65,0,1
3541,0,1,1,1,1,10,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),34.55,362.6,1.15,1,2
3542,0,0,0,1,1,22,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.25,555.4,0.84,0,2
3543,1,1,0,1,1,32,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.75,2347.9,2.33,1,2
3544,0,1,0,1,0,39,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.45,790.0,0.68,0,1
3545,0,0,1,0,0,57,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Credit card (automatic),101.3,5779.6,3.38,1,7
3546,0,0,1,0,0,8,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,87.1,713.6,2.9,1,4
3547,0,1,0,0,0,63,1,1,DSL,1,1,1,1,0,0,One year,0,Electronic check,71.5,4576.3,2.38,1,7
3548,0,0,0,1,1,61,0,0,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),61.45,3751.15,2.05,1,6
3549,1,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.8,19.8,0.66,0,1
3550,0,0,0,0,0,50,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.35,1033.0,0.64,0,1
3551,1,1,1,1,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,214.75,0.66,0,1
3552,0,1,0,1,1,35,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.45,809.25,0.85,0,2
3553,1,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.15,20.15,0.67,0,1
3554,0,0,0,1,1,72,1,1,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),80.2,5714.2,2.67,1,8
3555,1,0,1,0,0,29,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Electronic check,98.65,2862.75,3.29,1,6
3556,0,1,0,0,0,29,1,1,DSL,0,1,1,0,0,1,One year,0,Credit card (automatic),70.9,1964.6,2.36,1,6
3557,1,1,0,1,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.35,126.05,0.64,0,1
3558,1,1,0,0,0,11,0,0,DSL,0,0,1,0,1,0,One year,1,Electronic check,41.6,470.6,1.39,1,3
3559,0,1,0,1,1,54,1,1,DSL,0,1,0,1,1,0,One year,1,Electronic check,70.7,3770.0,2.36,1,6
3560,0,0,1,0,0,49,1,0,Fiber optic,0,1,1,0,0,1,One year,1,Bank transfer (automatic),89.85,4287.2,2.99,1,5
3561,0,1,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Credit card (automatic),109.7,7898.45,3.66,1,8
3562,1,1,0,1,1,9,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),79.35,661.25,2.64,1,4
3563,1,0,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.6,94.6,3.15,1,5
3564,1,0,0,0,1,31,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),86.55,2697.4,2.88,1,4
3565,0,0,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.6,84.6,2.82,1,4
3566,1,1,1,1,1,56,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),104.55,5794.65,3.48,1,7
3567,0,1,0,1,1,70,1,1,DSL,1,0,1,0,1,0,Two year,0,Credit card (automatic),68.95,4858.7,2.3,1,6
3568,0,0,1,1,0,55,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,90.45,5044.8,3.02,1,6
3569,1,1,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),53.4,188.7,1.78,1,3
3570,1,1,0,1,1,5,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,84.5,453.75,2.82,1,5
3571,1,1,0,0,1,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.65,220.1,2.32,1,2
3572,0,0,0,1,0,26,1,0,DSL,0,1,1,0,1,1,Two year,1,Credit card (automatic),73.5,1905.7,2.45,1,6
3573,0,0,0,0,0,25,1,0,DSL,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),65.8,1679.65,2.19,1,5
3574,1,1,0,0,0,15,1,1,DSL,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),58.6,939.7,1.95,1,5
3575,0,0,0,1,0,31,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.2,1498.55,1.64,1,3
3576,0,1,0,1,0,2,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,91.45,171.45,3.05,1,5
3577,1,0,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,53.55,53.55,1.78,1,3
3578,0,1,0,0,0,18,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,56.25,969.85,1.88,1,4
3579,0,1,1,1,0,2,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),95.5,181.65,3.18,1,5
3580,0,0,0,0,0,13,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,71.95,923.85,2.4,1,5
3581,0,0,0,1,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.1,780.1,0.64,0,1
3582,0,0,1,0,0,17,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.65,330.6,0.69,0,1
3583,0,0,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,199.45,0.66,0,1
3584,0,1,0,1,1,61,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,99.9,6241.35,3.33,1,6
3585,0,1,0,0,0,27,1,1,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,59.45,1611.65,1.98,1,5
3586,0,0,0,1,0,60,0,0,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),37.7,2288.7,1.26,1,4
3587,0,1,0,1,0,64,1,1,DSL,1,0,0,0,1,0,One year,1,Credit card (automatic),66.15,4392.5,2.2,1,5
3588,0,0,0,0,0,28,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),59.55,1646.45,1.98,1,4
3589,1,0,0,1,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.25,180.3,0.64,0,1
3591,0,1,0,1,1,34,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),97.7,3410.0,3.26,1,6
3592,0,0,1,0,0,36,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,2659.45,2.5,1,3
3593,0,1,0,0,0,35,0,0,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,49.2,1701.65,1.64,1,4
3594,0,0,0,0,0,22,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,26.25,605.9,0.88,0,2
3595,1,0,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,88.95,355.2,2.97,1,5
3596,1,0,0,1,1,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.95,381.3,2.86,1,4
3597,0,0,0,1,1,43,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.0,817.95,0.67,0,1
3598,0,1,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.35,1458.1,0.68,0,1
3599,0,0,0,0,1,15,1,0,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),65.6,1010.0,2.19,1,6
3600,0,1,0,0,0,3,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),64.4,195.65,2.15,1,5
3601,1,1,0,1,1,7,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,48.7,340.25,1.62,1,3
3602,1,1,1,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.4,3496.3,3.38,1,6
3603,1,0,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1.49,1,2
3604,0,1,0,0,1,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.85,535.05,0.66,0,1
3605,0,1,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.7,4464.8,2.12,1,7
3606,1,0,0,0,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,94.55,2724.6,3.15,1,5
3607,0,0,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),84.4,5969.3,2.81,1,8
3608,0,0,0,0,0,30,1,0,DSL,1,1,1,1,1,0,One year,0,Credit card (automatic),74.65,2308.6,2.49,1,7
3609,0,1,1,1,0,19,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),34.3,577.15,1.14,1,3
3610,0,1,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.15,1402.25,0.8,0,2
3611,0,1,0,1,0,36,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.85,720.05,0.7,0,1
3612,0,0,0,1,1,57,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),65.2,3687.85,2.17,1,6
3613,0,1,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.6,207.4,2.32,1,2
3614,0,0,0,1,0,52,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),102.7,5138.1,3.42,1,7
3615,0,0,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.0,40.9,0.67,0,1
3616,0,1,0,0,0,17,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),25.1,382.8,0.84,1,1
3618,1,1,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.35,75.35,2.51,1,3
3620,0,1,1,0,0,68,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.9,6503.2,3.2,1,6
3621,0,1,0,0,0,57,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.75,1118.8,0.69,0,1
3622,0,1,0,1,1,72,1,1,DSL,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),55.3,3983.6,1.84,1,4
3623,0,1,0,0,0,26,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Mailed check,84.3,2281.6,2.81,1,5
3624,0,1,0,0,1,14,1,0,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),76.1,1054.8,2.54,1,7
3625,0,0,0,0,0,30,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,100.45,3096.9,3.35,1,6
3626,0,1,0,0,0,66,0,0,DSL,0,0,0,1,0,0,One year,0,Credit card (automatic),29.45,1983.15,0.98,1,2
3627,0,1,0,1,0,49,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),93.85,4733.1,3.13,1,6
3628,0,0,0,1,1,15,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.35,335.95,0.68,0,1
3629,0,1,0,1,0,71,1,1,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),84.2,5956.85,2.81,1,8
3630,0,0,0,0,0,39,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.7,762.45,0.69,0,1
3631,0,0,0,1,1,67,0,0,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),54.2,3623.95,1.81,1,6
3632,0,1,0,1,1,31,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,54.35,1647.0,1.81,1,4
3633,1,0,0,0,0,50,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Electronic check,109.65,5551.15,3.66,1,8
3634,0,1,0,0,0,13,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.95,243.65,0.66,0,1
3635,0,1,0,1,1,47,1,0,Fiber optic,1,1,1,0,0,1,One year,1,Electronic check,96.1,4391.45,3.2,1,6
3636,1,1,0,0,0,10,0,0,DSL,0,0,1,0,0,0,Month-to-month,0,Mailed check,29.5,255.25,0.98,1,2
3637,0,1,0,1,0,23,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Electronic check,84.25,1968.1,2.81,1,5
3638,0,1,0,1,1,57,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.4,1061.6,0.65,0,1
3639,0,0,0,1,0,56,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.6,4902.8,2.85,1,4
3640,0,0,0,0,0,10,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.5,270.15,0.82,0,2
3641,0,0,0,1,1,30,1,0,DSL,1,0,0,1,0,1,Month-to-month,0,Bank transfer (automatic),66.3,1923.5,2.21,1,5
3642,0,1,1,0,0,43,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.85,3645.6,2.83,1,4
3643,1,0,1,0,0,54,1,1,DSL,1,1,0,1,1,1,One year,0,Bank transfer (automatic),82.45,4350.1,2.75,1,8
3644,0,0,0,1,1,9,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,75.85,647.5,2.53,1,3
3645,0,1,0,0,0,27,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,81.3,2272.8,2.71,1,4
3646,0,0,0,0,0,20,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),18.9,347.65,0.63,0,1
3647,1,1,0,1,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,451.1,2.31,1,2
3648,1,1,0,0,0,6,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.75,270.95,1.49,1,2
3649,0,1,0,1,1,51,1,1,Fiber optic,1,1,0,1,1,1,One year,0,Credit card (automatic),110.05,5686.4,3.67,1,8
3650,1,1,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),70.7,140.7,2.36,1,2
3651,1,1,1,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0.67,0,1
3652,0,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.7,70.7,2.36,1,2
3653,0,0,0,0,0,38,1,1,DSL,1,1,1,0,1,1,One year,0,Bank transfer (automatic),84.1,3187.65,2.8,1,8
3654,0,1,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,75.9,866.4,2.53,1,3
3655,0,0,0,0,0,56,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,106.8,5914.4,3.56,1,7
3656,0,0,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.65,8182.75,3.79,1,9
3657,0,0,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.2,273.25,0.67,0,1
3658,0,0,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,75.55,75.55,2.52,1,3
3659,0,0,0,1,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.2,477.55,2.31,1,2
3660,0,0,0,1,0,51,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.5,1281.25,0.85,0,2
3661,0,0,1,1,0,29,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,45.0,1228.65,1.5,1,4
3662,1,1,1,0,1,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,50.15,50.15,1.67,1,3
3663,1,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.6,20.6,0.69,0,1
3664,0,1,0,0,0,26,1,0,DSL,1,0,0,1,1,1,One year,0,Bank transfer (automatic),75.0,1908.35,2.5,1,6
3665,1,1,0,0,0,3,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,323.25,3.51,1,7
3666,1,1,0,0,1,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,75.35,75.35,2.51,1,3
3667,0,0,0,1,1,67,1,1,Fiber optic,1,0,0,1,1,1,Two year,0,Credit card (automatic),106.7,7009.5,3.56,1,7
3668,0,0,0,1,0,65,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,105.05,6914.95,3.5,1,7
3669,0,0,0,0,1,43,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),106.0,4532.3,3.53,1,7
3670,1,0,0,0,0,39,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.75,2011.4,1.69,1,4
3671,0,0,0,1,1,9,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.35,191.1,0.68,0,1
3672,0,1,0,1,1,30,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),83.55,2570.2,2.78,1,5
3673,0,0,0,1,1,32,1,0,DSL,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),61.4,1864.65,2.05,1,5
3674,0,1,0,1,1,25,1,0,DSL,0,1,1,0,0,0,One year,0,Mailed check,53.65,1355.45,1.79,1,4
3675,0,1,0,0,0,13,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,265.75,0.66,0,1
3676,0,0,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,45.75,0.66,0,1
3677,0,1,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,36.8,0.68,0,1
3678,0,1,0,1,1,67,1,0,DSL,1,1,0,0,0,0,Two year,1,Bank transfer (automatic),54.2,3838.2,1.81,1,4
3679,0,1,1,1,1,66,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,108.45,7076.35,3.62,1,8
3680,0,0,0,1,1,4,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,50.3,217.1,1.68,1,3
3681,0,0,0,1,1,50,1,1,DSL,1,1,1,1,0,1,One year,1,Bank transfer (automatic),80.05,4042.2,2.67,1,8
3682,1,0,0,0,0,60,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,50.8,3027.4,1.69,1,4
3683,0,1,0,0,0,64,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),104.65,6889.8,3.49,1,7
3684,0,0,0,0,0,59,1,1,No,0,0,0,0,0,0,Two year,0,Electronic check,24.45,1493.1,0.82,0,2
3685,0,1,0,0,0,51,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),83.4,4149.45,2.78,1,4
3686,1,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.3,45.3,1.51,1,2
3687,0,0,0,0,0,10,1,0,DSL,0,1,0,1,0,1,One year,0,Mailed check,64.9,685.55,2.16,1,5
3689,0,0,0,1,1,17,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Credit card (automatic),55.35,920.5,1.84,1,4
3690,1,0,0,1,0,18,0,0,DSL,0,0,1,0,1,0,Month-to-month,1,Electronic check,39.05,669.85,1.3,1,3
3691,0,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.65,20.65,0.69,0,1
3692,1,0,0,1,0,58,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),109.45,6144.55,3.65,1,8
3693,0,0,0,1,0,59,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Mailed check,100.05,6034.85,3.34,1,6
3694,0,0,0,0,0,2,1,0,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,91.15,168.5,3.04,1,5
3695,0,0,0,0,0,24,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Credit card (automatic),56.35,1381.2,1.88,1,4
3696,0,0,0,1,0,47,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.65,921.55,0.65,0,1
3697,1,0,0,1,0,3,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),91.5,242.95,3.05,1,5
